quarter,catchment,clinic_name,total_waiting,total_waiting_adjusted,backlog,proportional_backlog
2022-10-01,Townsville,TOWNSVILLE DENTAL CLINIC,2047,2047.00,0.00,0.0000
2022-10-01,Townsville,AYR DENTAL CLINIC,148,148.00,0.00,0.0000
2022-10-01,Townsville,HUGHENDEN DENTAL CLINIC,19,19.00,0.00,0.0000
2022-10-01,West Moreton,COLLINGWOOD PARK DENTAL C,1203,1203.00,0.00,0.0000
2022-10-01,West Moreton,ESK DENTAL CLINIC,278,278.00,0.00,0.0000
2022-10-01,West Moreton,GATTON DENTAL CLINIC,15,15.00,0.00,0.0000
2022-10-01,West Moreton,BOONAH DENTAL CLINIC,285,285.00,0.00,0.0000
2022-10-01,West Moreton,LAIDLEY DENTAL CLINIC,1053,1053.00,0.00,0.0000
2022-10-01,West Moreton,IPSWICH DENTAL CLINIC,3924,3924.00,0.00,0.0000
2022-10-01,Wide Bay,GAYNDAH DENTAL CLINIC,363,363.00,0.00,0.0000
2022-10-01,Wide Bay,MUNDUBBERA DENTAL CLINIC,147,147.00,0.00,0.0000
2022-10-01,Wide Bay,BUNDABERG DENTAL CLINIC,3134,3134.00,0.00,0.0000
2022-10-01,Wide Bay,MONTO DENTAL CLINIC,55,55.00,0.00,0.0000
2022-10-01,Wide Bay,MARYBOROUGH DENTAL CLINIC,1999,1999.00,0.00,0.0000
2022-10-01,Wide Bay,HERVEY BAY DENTAL CLINIC,3706,3706.00,0.00,0.0000
2022-10-01,Wide Bay,CHILDERS DENTAL CLINIC,199,199.00,0.00,0.0000
2023-04-01,Cairns and Hinterland,GEORGETOWN DENTAL CLINIC,1,1.00,0.00,0.0000
2023-04-01,Cairns and Hinterland,CAIRNS NTH DENTAL CLINIC,2457,2457.00,0.00,0.0000
2023-04-01,Cairns and Hinterland,YARRABAH DENTAL CLINIC,3,3.00,0.00,0.0000
2023-04-01,Cairns and Hinterland,TULLY DENTAL CLINIC,467,467.00,0.00,0.0000
2023-04-01,Cairns and Hinterland,SMITHFIELD DENTAL CLINIC,787,787.00,0.00,0.0000
2023-04-01,Cairns and Hinterland,INNISFAIL DENTAL CLINIC,800,800.00,0.00,0.0000
2023-04-01,Cairns and Hinterland,EDMONTON DENTAL CLINIC,1513,1513.25,0.25,0.0002
2023-04-01,Cairns and Hinterland,CROYDON DENTAL CLINIC,0,0.00,0.00,0
2023-04-01,Cairns and Hinterland,MOSSMAN DENTAL CLINIC,476,476.00,0.00,0.0000
2023-04-01,Cairns and Hinterland,MAREEBA DENTAL CLINIC,1153,1153.00,0.00,0.0000
2023-04-01,Cairns and Hinterland,ATHERTON DENTAL CLINIC,830,830.00,0.00,0.0000
2023-04-01,Cairns and Hinterland,CHILLAGOE DENTAL CLINIC,NULL,NULL,NULL,NULL
2023-04-01,Central Queensland,GLADSTONE DENTAL CLINIC,2012,2012.00,0.00,0.0000
2023-04-01,Central Queensland,BILOELA DENTAL CLINIC,235,235.00,0.00,0.0000
2023-04-01,Central Queensland,EMERALD DENTAL CLINIC,477,477.00,0.00,0.0000
2023-04-01,Central Queensland,CAPRICORN COAST DENTAL,1555,1555.00,0.00,0.0000
2023-04-01,Central Queensland,MT MORGAN DENTAL CLINIC,197,197.00,0.00,0.0000
2023-04-01,Central Queensland,ROCKHAMPTON DENTAL CLINIC,3892,3892.00,0.00,0.0000
2023-04-01,Central West,CENTRAL WEST DENTAL CLINICS,893,893.00,0.00,0.0000
2023-04-01,Darling Downs,INGLEWOOD DENTAL CLINIC,93,93.00,0.00,0.0000
2023-04-01,Darling Downs,WARWICK DENTAL CLINIC,671,671.00,0.00,0.0000
2023-04-01,Darling Downs,MILES DENTAL CLINIC,371,371.00,0.00,0.0000
2023-04-01,Darling Downs,KINGAROY DENTAL CLINIC,2276,2276.00,0.00,0.0000
2023-04-01,Darling Downs,STANTHORPE DENTAL CLINIC,728,728.00,0.00,0.0000
2023-04-01,Darling Downs,TOOWOOMBA DENTAL CLINIC,4038,4038.00,0.00,0.0000
2023-04-01,Darling Downs,DALBY DENTAL CLINIC,953,953.00,0.00,0.0000
2023-04-01,Darling Downs,GOONDIWINDI DENTAL CLINIC,178,178.00,0.00,0.0000
2023-04-01,Gold Coast,ROBINA DENTAL CLINIC,977,977.00,0.00,0.0000
2023-04-01,Gold Coast,PALM BEACH DENTAL CLINIC,869,869.00,0.00,0.0000
2023-04-01,Gold Coast,GC SOUTHPORT HEALTH PREC,7958,7958.00,0.00,0.0000
2023-04-01,Gold Coast,GCUH DENTAL CLINIC,54,54.00,0.00,0.0000
2023-04-01,Mackay,BOWEN DENTAL CLINIC,783,783.00,0.00,0.0000
2023-04-01,Mackay,CLERMONT DENTAL CLINIC,24,24.00,0.00,0.0000
2023-04-01,Mackay,MACKAY DENTAL CLINIC,4936,4936.00,0.00,0.0000
2023-04-01,Mackay,COLLINSVILLE DENTAL CLINI,37,37.00,0.00,0.0000
2023-04-01,Mackay,PROSERPINE DENTAL,796,796.00,0.00,0.0000
2023-04-01,Metro North,CHILDRENS ORAL HEALTH,0,0.00,0.00,0
2023-04-01,Metro North,CABOOLTURE DENTAL CLINIC,3201,3201.00,0.00,0.0000
2023-04-01,Metro North,ORAL HEALTH CENTRE,3229,3229.00,0.00,0.0000
2023-04-01,Metro North,PINE RIVERS DENTAL CLINIC,1524,1524.00,0.00,0.0000
2023-04-01,Metro North,REDCLIFFE DENTAL CLINIC,2149,2149.00,0.00,0.0000
2023-04-01,Metro North,SANDGATE DENTAL CLINIC,971,971.00,0.00,0.0000
2023-04-01,Metro North,STAFFORD DENTAL CLINIC,1555,1555.00,0.00,0.0000
2023-04-01,Metro South,KINGSTON LOGAN CLUSTER,4147,4147.00,0.00,0.0000
2023-04-01,Metro South,BAYSIDE CLUSTER,5241,5241.00,0.00,0.0000
2023-04-01,Metro South,NATHAN INALA CLUSTER,5062,5062.00,0.00,0.0000
2023-04-01,Metro South,BEENLEIGH BEAUDESERT CLUS,8652,8652.00,0.00,0.0000
2023-04-01,Metro South,MS INNER BRISBANE CLUSTER,3375,3375.00,0.00,0.0000
2023-04-01,North West,MORNINGTON ISLAND DENTAL,137,171.25,34.25,0.2000
2023-04-01,North West,MT ISA DENTAL CLINIC,440,440.75,0.75,0.0017
2023-04-01,North West,CLONCURRY DENTAL,132,148.75,16.75,0.1126
2023-04-01,South West,SURAT DENTAL CLINIC,9,9.00,0.00,0.0000
2023-04-01,South West,ST GEORGE DENTAL CLINIC,38,38.00,0.00,0.0000
2023-04-01,South West,THARGOMINDAH DENTAL SERVI,3,3.00,0.00,0.0000
2023-04-01,South West,QUILPIE DENTAL CLINIC,31,31.00,0.00,0.0000
2023-04-01,South West,CUNNAMULLA DENTAL CLINIC,32,32.00,0.00,0.0000
2023-04-01,South West,DIRRANBANDI DENTAL CLINIC,14,14.00,0.00,0.0000
2023-04-01,South West,CHARLEVILLE DENTAL CLINIC,199,199.00,0.00,0.0000
2023-04-01,South West,MITCHELL DENTAL CLINIC,75,75.00,0.00,0.0000
2023-04-01,South West,AUGATHELLA DENTAL CLINIC,1,1.00,0.00,0.0000
2023-04-01,South West,MUNGINDI DENTAL CLINIC,10,10.00,0.00,0.0000
2023-04-01,South West,ROMA HOSPITAL DENTAL CLIN,403,403.00,0.00,0.0000
2023-04-01,South West,INJUNE DENTAL CLINIC,20,20.00,0.00,0.0000
2023-04-01,Sunshine Coast,NAMBOUR DENTAL CLINIC,2061,2061.00,0.00,0.0000
2023-04-01,Sunshine Coast,KAWANA DENTAL CLINIC,3190,3190.00,0.00,0.0000
2023-04-01,Sunshine Coast,NOOSA DENTAL CLINIC,1494,1494.00,0.00,0.0000
2023-04-01,Sunshine Coast,CALOUNDRA DENTAL CLINIC,3547,3547.00,0.00,0.0000
2023-04-01,Sunshine Coast,GYMPIE DENTAL CLINIC,2558,2558.00,0.00,0.0000
2023-04-01,Torres and Cape,TORRES STRAIT DENTAL CLINIC,546,578.25,32.25,0.0558
2023-04-01,Torres and Cape,CAPE YORK DENTAL CLINIC,394,429.25,35.25,0.0821
2023-04-01,Townsville,TOWNSVILLE DENTAL CLINIC,2265,2265.00,0.00,0.0000
2023-04-01,Townsville,RICHMOND DENTAL CLINIC,5,5.00,0.00,0.0000
2023-04-01,Townsville,AYR DENTAL CLINIC,206,206.00,0.00,0.0000
2023-04-01,Townsville,HUGHENDEN DENTAL CLINIC,20,20.00,0.00,0.0000
2023-04-01,Townsville,INGHAM DENTAL CLINIC,315,315.00,0.00,0.0000
2023-04-01,Townsville,CHARTERS TOWERS DENTAL CL,166,166.00,0.00,0.0000
2023-04-01,West Moreton,IPSWICH DENTAL CLINIC,4250,4250.00,0.00,0.0000
2023-04-01,West Moreton,LAIDLEY DENTAL CLINIC,1196,1196.00,0.00,0.0000
2023-04-01,West Moreton,BOONAH DENTAL CLINIC,334,334.00,0.00,0.0000
2023-04-01,West Moreton,COLLINGWOOD PARK DENTAL C,1207,1207.00,0.00,0.0000
2023-04-01,West Moreton,ESK DENTAL CLINIC,289,289.00,0.00,0.0000
2023-04-01,Wide Bay,BUNDABERG DENTAL CLINIC,3740,3740.00,0.00,0.0000
2023-04-01,Wide Bay,MUNDUBBERA DENTAL CLINIC,122,122.00,0.00,0.0000
2023-04-01,Wide Bay,MONTO DENTAL CLINIC,70,70.00,0.00,0.0000
2023-04-01,Wide Bay,HERVEY BAY DENTAL CLINIC,4194,4194.00,0.00,0.0000
2023-04-01,Wide Bay,GAYNDAH DENTAL CLINIC,331,331.00,0.00,0.0000
2023-04-01,Wide Bay,CHILDERS DENTAL CLINIC,225,225.00,0.00,0.0000
2023-04-01,Wide Bay,MARYBOROUGH DENTAL CLINIC,2227,2227.00,0.00,0.0000
2023-07-01,Cairns and Hinterland,GEORGETOWN DENTAL CLINIC,0,0.00,0.00,0
2023-07-01,Cairns and Hinterland,YARRABAH DENTAL CLINIC,0,0.00,0.00,0
2023-07-01,Cairns and Hinterland,EDMONTON DENTAL CLINIC,1425,1425.00,0.00,0.0000
2023-07-01,Cairns and Hinterland,MOSSMAN DENTAL CLINIC,473,473.00,0.00,0.0000
2023-07-01,Cairns and Hinterland,CAIRNS NTH DENTAL CLINIC,2602,2602.00,0.00,0.0000
2023-07-01,Cairns and Hinterland,INNISFAIL DENTAL CLINIC,827,827.00,0.00,0.0000
2023-07-01,Cairns and Hinterland,CHILLAGOE DENTAL CLINIC,0,0.00,0.00,0
2023-07-01,Cairns and Hinterland,MAREEBA DENTAL CLINIC,1068,1068.00,0.00,0.0000
2023-07-01,Cairns and Hinterland,SMITHFIELD DENTAL CLINIC,720,720.00,0.00,0.0000
2023-07-01,Cairns and Hinterland,TULLY DENTAL CLINIC,455,455.00,0.00,0.0000
2023-07-01,Cairns and Hinterland,ATHERTON DENTAL CLINIC,768,768.00,0.00,0.0000
2023-07-01,Central Queensland,ROCKHAMPTON DENTAL CLINIC,3543,3543.00,0.00,0.0000
2023-07-01,Central Queensland,GLADSTONE DENTAL CLINIC,2133,2133.00,0.00,0.0000
2023-07-01,Central Queensland,BILOELA DENTAL CLINIC,233,233.00,0.00,0.0000
2023-07-01,Central Queensland,CAPRICORN COAST DENTAL,1478,1478.00,0.00,0.0000
2023-07-01,Central Queensland,EMERALD DENTAL CLINIC,496,496.00,0.00,0.0000
2023-07-01,Central Queensland,MT MORGAN DENTAL CLINIC,210,210.00,0.00,0.0000
2023-07-01,Central West,CENTRAL WEST DENTAL CLINICS,645,645.00,0.00,0.0000
2023-07-01,Darling Downs,TOOWOOMBA DENTAL CLINIC,4148,4148.00,0.00,0.0000
2023-07-01,Darling Downs,MILES DENTAL CLINIC,385,385.00,0.00,0.0000
2023-07-01,Darling Downs,INGLEWOOD DENTAL CLINIC,106,106.00,0.00,0.0000
2023-07-01,Darling Downs,GOONDIWINDI DENTAL CLINIC,189,189.00,0.00,0.0000
2023-07-01,Darling Downs,KINGAROY DENTAL CLINIC,2142,2142.00,0.00,0.0000
2023-07-01,Darling Downs,DALBY DENTAL CLINIC,894,894.00,0.00,0.0000
2023-07-01,Darling Downs,WARWICK DENTAL CLINIC,635,635.00,0.00,0.0000
2023-07-01,Darling Downs,STANTHORPE DENTAL CLINIC,695,695.00,0.00,0.0000
2023-07-01,Gold Coast,GC SOUTHPORT HEALTH PREC,6711,6711.00,0.00,0.0000
2023-07-01,Gold Coast,ROBINA DENTAL CLINIC,1030,1030.00,0.00,0.0000
2023-07-01,Gold Coast,GCUH DENTAL CLINIC,58,58.00,0.00,0.0000
2023-07-01,Gold Coast,PALM BEACH DENTAL CLINIC,886,886.00,0.00,0.0000
2023-07-01,Mackay,PROSERPINE DENTAL,787,787.00,0.00,0.0000
2023-07-01,Mackay,MACKAY DENTAL CLINIC,4780,4780.00,0.00,0.0000
2023-07-01,Mackay,CLERMONT DENTAL CLINIC,29,29.00,0.00,0.0000
2023-07-01,Mackay,BOWEN DENTAL CLINIC,791,791.00,0.00,0.0000
2023-07-01,Mackay,COLLINSVILLE DENTAL CLINI,39,39.00,0.00,0.0000
2023-07-01,Metro North,SANDGATE DENTAL CLINIC,1063,1063.00,0.00,0.0000
2023-07-01,Metro North,REDCLIFFE DENTAL CLINIC,2189,2189.00,0.00,0.0000
2023-07-01,Metro North,PINE RIVERS DENTAL CLINIC,1772,1772.00,0.00,0.0000
2023-07-01,Metro North,CABOOLTURE DENTAL CLINIC,3565,3565.00,0.00,0.0000
2023-07-01,Metro North,ORAL HEALTH CENTRE,3057,3057.00,0.00,0.0000
2023-07-01,Metro North,STAFFORD DENTAL CLINIC,1755,1755.00,0.00,0.0000
2023-07-01,Metro South,NATHAN INALA CLUSTER,5581,5581.00,0.00,0.0000
2023-07-01,Metro South,KINGSTON LOGAN CLUSTER,4952,4952.00,0.00,0.0000
2023-07-01,Metro South,MS INNER BRISBANE CLUSTER,4140,4140.00,0.00,0.0000
2023-07-01,Metro South,BEENLEIGH BEAUDESERT CLUS,9527,9527.00,0.00,0.0000
2023-07-01,Metro South,BAYSIDE CLUSTER,5787,5787.00,0.00,0.0000
2023-07-01,North West,MORNINGTON ISLAND DENTAL,133,171.25,38.25,0.2234
2023-07-01,North West,CLONCURRY DENTAL,111,134.75,23.75,0.1763
2023-07-01,North West,MT ISA DENTAL CLINIC,443,443.25,0.25,0.0006
2023-07-01,South West,MUNGINDI DENTAL CLINIC,12,12.00,0.00,0.0000
2023-07-01,South West,MITCHELL DENTAL CLINIC,81,81.00,0.00,0.0000
2023-07-01,South West,INJUNE DENTAL CLINIC,17,17.00,0.00,0.0000
2023-07-01,South West,CHARLEVILLE DENTAL CLINIC,137,137.00,0.00,0.0000
2023-07-01,South West,DIRRANBANDI DENTAL CLINIC,16,16.00,0.00,0.0000
2023-07-01,South West,CUNNAMULLA DENTAL CLINIC,49,49.00,0.00,0.0000
2023-07-01,South West,QUILPIE DENTAL CLINIC,19,19.00,0.00,0.0000
2023-07-01,South West,ROMA HOSPITAL DENTAL CLIN,400,400.00,0.00,0.0000
2023-07-01,South West,ST GEORGE DENTAL CLINIC,47,47.00,0.00,0.0000
2023-07-01,South West,SURAT DENTAL CLINIC,17,17.00,0.00,0.0000
2023-07-01,South West,THARGOMINDAH DENTAL SERVI,3,3.00,0.00,0.0000
2023-07-01,Sunshine Coast,NOOSA DENTAL CLINIC,1429,1429.00,0.00,0.0000
2023-07-01,Sunshine Coast,CALOUNDRA DENTAL CLINIC,3132,3132.00,0.00,0.0000
2023-07-01,Sunshine Coast,SCUH DENTAL CLINIC,0,0.00,0.00,0
2023-07-01,Sunshine Coast,GYMPIE DENTAL CLINIC,2334,2334.00,0.00,0.0000
2023-07-01,Sunshine Coast,NAMBOUR DENTAL CLINIC,1800,1800.00,0.00,0.0000
2023-07-01,Sunshine Coast,KAWANA DENTAL CLINIC,2774,2774.00,0.00,0.0000
2023-07-01,Torres and Cape,TORRES STRAIT DENTAL CLINIC,615,667.25,52.25,0.0783
2023-07-01,Torres and Cape,CAPE YORK DENTAL CLINIC,422,459.50,37.50,0.0816
2023-07-01,Townsville,RICHMOND DENTAL CLINIC,5,5.00,0.00,0.0000
2023-07-01,Townsville,AYR DENTAL CLINIC,226,226.00,0.00,0.0000
2023-07-01,Townsville,CHARTERS TOWERS DENTAL CL,204,204.00,0.00,0.0000
2023-07-01,Townsville,TOWNSVILLE DENTAL CLINIC,2333,2333.00,0.00,0.0000
2023-07-01,Townsville,INGHAM DENTAL CLINIC,337,337.00,0.00,0.0000
2023-07-01,Townsville,HUGHENDEN DENTAL CLINIC,21,21.00,0.00,0.0000
2023-07-01,West Moreton,IPSWICH DENTAL CLINIC,4311,4311.00,0.00,0.0000
2023-07-01,West Moreton,ESK DENTAL CLINIC,249,249.00,0.00,0.0000
2023-07-01,West Moreton,LAIDLEY DENTAL CLINIC,1227,1227.00,0.00,0.0000
2023-07-01,West Moreton,BOONAH DENTAL CLINIC,334,334.00,0.00,0.0000
2023-07-01,West Moreton,GATTON DENTAL CLINIC,1,1.00,0.00,0.0000
2023-07-01,West Moreton,COLLINGWOOD PARK DENTAL C,1061,1061.00,0.00,0.0000
2023-07-01,Wide Bay,MARYBOROUGH DENTAL CLINIC,2229,2229.00,0.00,0.0000
2023-07-01,Wide Bay,HERVEY BAY DENTAL CLINIC,4131,4131.00,0.00,0.0000
2023-07-01,Wide Bay,CHILDERS DENTAL CLINIC,238,238.00,0.00,0.0000
2023-07-01,Wide Bay,GAYNDAH DENTAL CLINIC,322,322.00,0.00,0.0000
2023-07-01,Wide Bay,MONTO DENTAL CLINIC,66,66.00,0.00,0.0000
2023-07-01,Wide Bay,MUNDUBBERA DENTAL CLINIC,111,111.00,0.00,0.0000
2023-07-01,Wide Bay,BUNDABERG DENTAL CLINIC,3534,3534.00,0.00,0.0000
2023-10-01,Cairns and Hinterland,YARRABAH DENTAL CLINIC,0,0.00,0.00,0
2023-10-01,Cairns and Hinterland,TULLY DENTAL CLINIC,502,502.00,0.00,0.0000
2023-10-01,Cairns and Hinterland,MOSSMAN DENTAL CLINIC,440,440.00,0.00,0.0000
2023-10-01,Cairns and Hinterland,MAREEBA DENTAL CLINIC,1122,1122.00,0.00,0.0000
2023-10-01,Cairns and Hinterland,CROYDON DENTAL CLINIC,0,0.00,0.00,0
2023-10-01,Cairns and Hinterland,GEORGETOWN DENTAL CLINIC,0,0.00,0.00,0
2023-10-01,Cairns and Hinterland,ATHERTON DENTAL CLINIC,786,786.00,0.00,0.0000
2023-10-01,Cairns and Hinterland,CAIRNS NTH DENTAL CLINIC,2784,2784.00,0.00,0.0000
2023-10-01,Cairns and Hinterland,EDMONTON DENTAL CLINIC,1378,1378.00,0.00,0.0000
2023-10-01,Cairns and Hinterland,SMITHFIELD DENTAL CLINIC,769,769.00,0.00,0.0000
2023-10-01,Cairns and Hinterland,CHILLAGOE DENTAL CLINIC,0,0.00,0.00,0
2023-10-01,Cairns and Hinterland,INNISFAIL DENTAL CLINIC,905,905.00,0.00,0.0000
2023-10-01,Central Queensland,CAPRICORN COAST DENTAL,1521,1521.00,0.00,0.0000
2023-10-01,Central Queensland,GLADSTONE DENTAL CLINIC,2213,2213.00,0.00,0.0000
2023-10-01,Central Queensland,WOORABINDA DENTAL CLINIC,0,0.00,0.00,0
2023-10-01,Central Queensland,ROCKHAMPTON DENTAL CLINIC,3623,3623.00,0.00,0.0000
2023-10-01,Central Queensland,EMERALD DENTAL CLINIC,542,542.00,0.00,0.0000
2023-10-01,Central Queensland,MT MORGAN DENTAL CLINIC,223,223.00,0.00,0.0000
2023-10-01,Central Queensland,BILOELA DENTAL CLINIC,275,275.00,0.00,0.0000
2023-10-01,Central West,CENTRAL WEST DENTAL CLINICS,1032,1032.00,0.00,0.0000
2023-10-01,Darling Downs,INGLEWOOD DENTAL CLINIC,109,109.00,0.00,0.0000
2023-10-01,Darling Downs,DALBY DENTAL CLINIC,916,916.00,0.00,0.0000
2023-10-01,Darling Downs,TOOWOOMBA DENTAL CLINIC,4312,4312.00,0.00,0.0000
2023-10-01,Darling Downs,GOONDIWINDI DENTAL CLINIC,215,215.00,0.00,0.0000
2023-10-01,Darling Downs,MILES DENTAL CLINIC,415,415.00,0.00,0.0000
2023-10-01,Darling Downs,STANTHORPE DENTAL CLINIC,765,765.00,0.00,0.0000
2023-10-01,Darling Downs,KINGAROY DENTAL CLINIC,2263,2263.00,0.00,0.0000
2023-10-01,Darling Downs,WARWICK DENTAL CLINIC,690,690.00,0.00,0.0000
2023-10-01,Gold Coast,ROBINA DENTAL CLINIC,1093,1093.00,0.00,0.0000
2023-10-01,Gold Coast,PALM BEACH DENTAL CLINIC,830,830.00,0.00,0.0000
2023-10-01,Gold Coast,GCUH DENTAL CLINIC,65,65.00,0.00,0.0000
2023-10-01,Gold Coast,GC SOUTHPORT HEALTH PREC,6510,6510.00,0.00,0.0000
2023-10-01,Mackay,MACKAY DENTAL CLINIC,5223,5224.75,1.75,0.0003
2023-10-01,Mackay,CLERMONT DENTAL CLINIC,31,31.00,0.00,0.0000
2023-10-01,Mackay,BOWEN DENTAL CLINIC,931,931.00,0.00,0.0000
2023-10-01,Mackay,COLLINSVILLE DENTAL CLINI,41,41.00,0.00,0.0000
2023-10-01,Mackay,PROSERPINE DENTAL,961,961.00,0.00,0.0000
2023-10-01,Metro North,PINE RIVERS DENTAL CLINIC,0,0.00,0.00,0
2023-10-01,Metro North,CABOOLTURE DENTAL CLINIC,3748,3748.00,0.00,0.0000
2023-10-01,Metro North,KALLANGUR SATELLITE CLINI,2032,2032.00,0.00,0.0000
2023-10-01,Metro North,ORAL HEALTH CENTRE,3372,3372.00,0.00,0.0000
2023-10-01,Metro North,REDCLIFFE DENTAL CLINIC,2439,2439.00,0.00,0.0000
2023-10-01,Metro North,SANDGATE DENTAL CLINIC,1097,1097.00,0.00,0.0000
2023-10-01,Metro North,STAFFORD DENTAL CLINIC,1865,1865.00,0.00,0.0000
2023-10-01,Metro South,NATHAN INALA CLUSTER,5535,5535.00,0.00,0.0000
2023-10-01,Metro South,BEENLEIGH BEAUDESERT CLUS,9439,9439.00,0.00,0.0000
2023-10-01,Metro South,MS INNER BRISBANE CLUSTER,4309,4309.00,0.00,0.0000
2023-10-01,Metro South,KINGSTON LOGAN CLUSTER,5102,5102.00,0.00,0.0000
2023-10-01,Metro South,BAYSIDE CLUSTER,5465,5465.00,0.00,0.0000
2023-10-01,North West,MT ISA DENTAL CLINIC,482,482.00,0.00,0.0000
2023-10-01,North West,CLONCURRY DENTAL,146,176.50,30.50,0.1728
2023-10-01,North West,MORNINGTON ISLAND DENTAL,74,88.75,14.75,0.1662
2023-10-01,South West,INJUNE DENTAL CLINIC,19,19.00,0.00,0.0000
2023-10-01,South West,QUILPIE DENTAL CLINIC,22,22.00,0.00,0.0000
2023-10-01,South West,CUNNAMULLA DENTAL CLINIC,57,57.00,0.00,0.0000
2023-10-01,South West,MITCHELL DENTAL CLINIC,87,87.00,0.00,0.0000
2023-10-01,South West,MUNGINDI DENTAL CLINIC,12,12.00,0.00,0.0000
2023-10-01,South West,DIRRANBANDI DENTAL CLINIC,16,16.00,0.00,0.0000
2023-10-01,South West,CHARLEVILLE DENTAL CLINIC,166,166.00,0.00,0.0000
2023-10-01,South West,THARGOMINDAH DENTAL SERVI,3,3.00,0.00,0.0000
2023-10-01,South West,SURAT DENTAL CLINIC,22,22.00,0.00,0.0000
2023-10-01,South West,ST GEORGE DENTAL CLINIC,82,82.00,0.00,0.0000
2023-10-01,South West,ROMA HOSPITAL DENTAL CLIN,456,456.00,0.00,0.0000
2023-10-01,Sunshine Coast,GYMPIE DENTAL CLINIC,2415,2415.00,0.00,0.0000
2023-10-01,Sunshine Coast,KAWANA DENTAL CLINIC,2821,2821.00,0.00,0.0000
2023-10-01,Sunshine Coast,NAMBOUR DENTAL CLINIC,1814,1814.00,0.00,0.0000
2023-10-01,Sunshine Coast,SCUH DENTAL CLINIC,0,0.00,0.00,0
2023-10-01,Sunshine Coast,CALOUNDRA DENTAL CLINIC,3273,3273.25,0.25,0.0001
2023-10-01,Sunshine Coast,NOOSA DENTAL CLINIC,1477,1477.00,0.00,0.0000
2023-10-01,Torres and Cape,TORRES STRAIT DENTAL CLINIC,597,646.50,49.50,0.0766
2023-10-01,Torres and Cape,CAPE YORK DENTAL CLINIC,457,509.50,52.50,0.1030
2023-10-01,Townsville,INGHAM DENTAL CLINIC,341,341.00,0.00,0.0000
2023-10-01,Townsville,RICHMOND DENTAL CLINIC,4,4.00,0.00,0.0000
2023-10-01,Townsville,AYR DENTAL CLINIC,238,238.00,0.00,0.0000
2023-10-01,Townsville,TOWNSVILLE DENTAL CLINIC,2263,2263.00,0.00,0.0000
2023-10-01,Townsville,CHARTERS TOWERS DENTAL CL,220,220.00,0.00,0.0000
2023-10-01,Townsville,HUGHENDEN DENTAL CLINIC,16,16.00,0.00,0.0000
2023-10-01,West Moreton,COLLINGWOOD PARK DENTAL C,1234,1266.25,32.25,0.0255
2023-10-01,West Moreton,BOONAH DENTAL CLINIC,360,369.75,9.75,0.0264
2023-10-01,West Moreton,LAIDLEY DENTAL CLINIC,1429,1451.75,22.75,0.0157
2023-10-01,West Moreton,IPSWICH DENTAL CLINIC,5123,5208.50,85.50,0.0164
2023-10-01,West Moreton,GATTON DENTAL CLINIC,1,1.00,0.00,0.0000
2023-10-01,West Moreton,ESK DENTAL CLINIC,314,319.25,5.25,0.0164
2023-10-01,Wide Bay,MONTO DENTAL CLINIC,66,66.00,0.00,0.0000
2023-10-01,Wide Bay,MUNDUBBERA DENTAL CLINIC,137,137.00,0.00,0.0000
2023-10-01,Wide Bay,BUNDABERG DENTAL CLINIC,3724,3724.00,0.00,0.0000
2023-10-01,Wide Bay,CHILDERS DENTAL CLINIC,254,254.00,0.00,0.0000
2023-10-01,Wide Bay,MARYBOROUGH DENTAL CLINIC,2433,2433.00,0.00,0.0000
2023-10-01,Wide Bay,HERVEY BAY DENTAL CLINIC,4203,4203.00,0.00,0.0000
2023-10-01,Wide Bay,GAYNDAH DENTAL CLINIC,318,318.00,0.00,0.0000
2024-01-01,Cairns and Hinterland,CAIRNS NTH DENTAL CLINIC,2738,2738.00,0.00,0.0000
2024-01-01,Cairns and Hinterland,YARRABAH DENTAL CLINIC,0,0.00,0.00,0
2024-01-01,Cairns and Hinterland,INNISFAIL DENTAL CLINIC,984,984.00,0.00,0.0000
2024-01-01,Cairns and Hinterland,MAREEBA DENTAL CLINIC,1004,1004.00,0.00,0.0000
2024-01-01,Cairns and Hinterland,ATHERTON DENTAL CLINIC,721,721.00,0.00,0.0000
2024-01-01,Cairns and Hinterland,MOSSMAN DENTAL CLINIC,475,475.00,0.00,0.0000
2024-01-01,Cairns and Hinterland,EDMONTON DENTAL CLINIC,1287,1287.00,0.00,0.0000
2024-01-01,Cairns and Hinterland,SMITHFIELD DENTAL CLINIC,821,821.00,0.00,0.0000
2024-01-01,Cairns and Hinterland,TULLY DENTAL CLINIC,508,508.00,0.00,0.0000
2024-01-01,Cairns and Hinterland,CHILLAGOE DENTAL CLINIC,0,0.00,0.00,0
2024-01-01,Central Queensland,ROCKHAMPTON DENTAL CLINIC,3592,3592.00,0.00,0.0000
2024-01-01,Central Queensland,BILOELA DENTAL CLINIC,309,309.00,0.00,0.0000
2024-01-01,Central Queensland,CAPRICORN COAST DENTAL,1695,1695.00,0.00,0.0000
2024-01-01,Central Queensland,MT MORGAN DENTAL CLINIC,228,228.00,0.00,0.0000
2024-01-01,Central Queensland,GLADSTONE DENTAL CLINIC,1977,1977.00,0.00,0.0000
2024-01-01,Central Queensland,EMERALD DENTAL CLINIC,518,518.00,0.00,0.0000
2024-01-01,Central West,CENTRAL WEST DENTAL CLINICS,1045,1045.25,0.25,0.0002
