quarter,clinic_id,clinic_name,clinic_waiting_total,clinic_treated_total,clinic_capacity,treatment_rate,quarters_to_treat,months_to_treat,catchment,catchment_waiting_total,catchment_treated_total,mean_capacity_pct,mean_treatment_rate,clinics_pct_of_catchment,catchment_pct_of_qld,region,region_pct_of_qld,clinic_pct_of_qld
2023-04-01,24,INNISFAIL DENTAL CLINIC,800,147,15.500,0.184,5,16,Cairns and Hinterland,8487,1340,13.636,0.158,0.094,0.0713,North,0.1594,0.0069
2023-04-01,25,MAREEBA DENTAL CLINIC,1153,118,9.300,0.102,10,29,Cairns and Hinterland,8487,1340,13.636,0.158,0.136,0.0713,North,0.1594,0.0093
2023-04-01,26,CAIRNS NTH DENTAL CLINIC,2457,391,13.700,0.159,6,19,Cairns and Hinterland,8487,1340,13.636,0.158,0.290,0.0713,North,0.1594,0.0209
2023-04-01,27,SMITHFIELD DENTAL CLINIC,787,138,14.900,0.175,6,17,Cairns and Hinterland,8487,1340,13.636,0.158,0.093,0.0713,North,0.1594,0.0068
2023-04-01,107,CAPE YORK DENTAL CLINIC,394,46,10.500,0.117,9,26,Torres and Cape,940,131,12.232,0.139,0.419,0.0079,North,0.1594,0.0032
2023-04-01,150,TORRES STRAIT DENTAL CLINIC,546,85,13.500,0.156,6,19,Torres and Cape,940,131,12.232,0.139,0.581,0.0079,North,0.1594,0.0046
2023-04-01,28,TULLY DENTAL CLINIC,467,135,22.400,0.289,3,10,Cairns and Hinterland,8487,1340,13.636,0.158,0.055,0.0713,North,0.1594,0.0044
2023-04-01,17,INGHAM DENTAL CLINIC,315,17,5.100,0.054,19,56,Townsville,2977,305,9.293,0.102,0.106,0.0250,North,0.1594,0.0024
2023-04-01,20,TOWNSVILLE DENTAL CLINIC,2265,247,9.800,0.109,9,28,Townsville,2977,305,9.293,0.102,0.761,0.0250,North,0.1594,0.0184
2023-04-01,19,CHARTERS TOWERS DENTAL CL,166,30,15.300,0.181,6,17,Townsville,2977,305,9.293,0.102,0.056,0.0250,North,0.1594,0.0014
2023-04-01,130,RICHMOND DENTAL CLINIC,5,0,0.000,0.000,NULL,NULL,Townsville,2977,305,9.293,0.102,0.002,0.0250,North,0.1594,0.0000
2023-04-01,81,HUGHENDEN DENTAL CLINIC,20,0,0.000,0.000,NULL,NULL,Townsville,2977,305,9.293,0.102,0.007,0.0250,North,0.1594,0.0001
2023-04-01,30,EDMONTON DENTAL CLINIC,1513,216,12.500,0.143,7,21,Cairns and Hinterland,8487,1340,13.636,0.158,0.178,0.0713,North,0.1594,0.0127
2023-04-01,135,YARRABAH DENTAL CLINIC,3,13,81.300,4.333,0,1,Cairns and Hinterland,8487,1340,13.636,0.158,0.000,0.0713,North,0.1594,0.0001
2023-04-01,23,ATHERTON DENTAL CLINIC,830,100,10.800,0.120,8,25,Cairns and Hinterland,8487,1340,13.636,0.158,0.098,0.0713,North,0.1594,0.0068
2023-04-01,21,MOSSMAN DENTAL CLINIC,476,77,13.900,0.162,6,19,Cairns and Hinterland,8487,1340,13.636,0.158,0.056,0.0713,North,0.1594,0.0041
2023-04-01,136,GEORGETOWN DENTAL CLINIC,1,2,66.700,2.000,1,2,Cairns and Hinterland,8487,1340,13.636,0.158,0.000,0.0713,North,0.1594,0.0000
2023-04-01,121,COLLINSVILLE DENTAL CLINI,37,7,15.900,0.189,5,16,Mackay,6576,1059,13.870,0.161,0.006,0.0552,North,0.1594,0.0003
2023-04-01,39,MACKAY DENTAL CLINIC,4936,457,8.500,0.093,11,32,Mackay,6576,1059,13.870,0.161,0.751,0.0552,North,0.1594,0.0396
2023-04-01,38,PROSERPINE DENTAL,796,310,28.000,0.389,3,8,Mackay,6576,1059,13.870,0.161,0.121,0.0552,North,0.1594,0.0081
2023-04-01,13,BOWEN DENTAL CLINIC,783,234,23.000,0.299,3,10,Mackay,6576,1059,13.870,0.161,0.119,0.0552,North,0.1594,0.0075
2023-04-01,120,CLERMONT DENTAL CLINIC,24,51,68.000,2.125,0,1,Mackay,6576,1059,13.870,0.161,0.004,0.0552,North,0.1594,0.0006
2023-04-01,7,CABOOLTURE DENTAL CLINIC,3201,48,1.500,0.015,67,200,Metro North,12629,4473,26.155,0.354,0.253,0.1060,South East,0.6106,0.0238
2023-04-01,44,HERVEY BAY DENTAL CLINIC,4194,240,5.400,0.057,18,53,Wide Bay,10909,726,6.240,0.067,0.384,0.0916,South East,0.6106,0.0325
2023-04-01,10,ROBINA DENTAL CLINIC,977,210,17.700,0.215,5,14,Gold Coast,9858,1155,10.488,0.117,0.099,0.0828,South East,0.6106,0.0087
2023-04-01,142,GCUH DENTAL CLINIC,54,4,6.900,0.074,14,41,Gold Coast,9858,1155,10.488,0.117,0.005,0.0828,South East,0.6106,0.0004
2023-04-01,144,GC SOUTHPORT HEALTH PREC,7958,791,9.000,0.099,10,30,Gold Coast,9858,1155,10.488,0.117,0.807,0.0828,South East,0.6106,0.0642
2023-04-01,48,MUNDUBBERA DENTAL CLINIC,122,17,12.200,0.139,7,22,Wide Bay,10909,726,6.240,0.067,0.011,0.0916,South East,0.6106,0.0010
2023-04-01,47,MARYBOROUGH DENTAL CLINIC,2227,223,9.100,0.100,10,30,Wide Bay,10909,726,6.240,0.067,0.204,0.0916,South East,0.6106,0.0180
2023-04-01,35,BILOELA DENTAL CLINIC,235,80,25.400,0.340,3,9,Central Queensland,8368,1401,14.341,0.167,0.028,0.0703,Central,0.0837,0.0023
2023-04-01,33,GLADSTONE DENTAL CLINIC,2012,230,10.300,0.114,9,26,Central Queensland,8368,1401,14.341,0.167,0.240,0.0703,Central,0.0837,0.0164
2023-04-01,32,ROCKHAMPTON DENTAL CLINIC,3892,736,15.900,0.189,5,16,Central Queensland,8368,1401,14.341,0.167,0.465,0.0703,Central,0.0837,0.0339
2023-04-01,118,MT MORGAN DENTAL CLINIC,197,29,12.800,0.147,7,20,Central Queensland,8368,1401,14.341,0.167,0.024,0.0703,Central,0.0837,0.0017
2023-04-01,18,CLONCURRY DENTAL,132,2,1.500,0.015,67,200,North West,709,30,4.060,0.042,0.186,0.0060,Central,0.0837,0.0010
2023-04-01,16,MT ISA DENTAL CLINIC,440,26,5.600,0.059,17,51,North West,709,30,4.060,0.042,0.621,0.0060,Central,0.0837,0.0034
2023-04-01,15,MORNINGTON ISLAND DENTAL,137,2,1.400,0.015,67,200,North West,709,30,4.060,0.042,0.193,0.0060,Central,0.0837,0.0010
2023-04-01,42,CENTRAL WEST DENTAL CLINICS,893,118,11.700,0.132,8,23,Central West,893,118,11.672,0.132,1.000,0.0075,Central,0.0837,0.0074
2023-04-01,37,CAPRICORN COAST DENTAL,1555,233,13.000,0.150,7,20,Central Queensland,8368,1401,14.341,0.167,0.186,0.0703,Central,0.0837,0.0131
2023-04-01,54,TOOWOOMBA DENTAL CLINIC,4038,354,8.100,0.088,11,34,Darling Downs,9308,1073,10.336,0.115,0.434,0.0782,South West,0.1463,0.0322
2023-04-01,86,COLLINGWOOD PARK DENTAL C,1207,47,3.700,0.039,26,77,West Moreton,7276,386,5.038,0.053,0.166,0.0611,South West,0.1463,0.0092
2023-04-01,84,BOONAH DENTAL CLINIC,334,13,3.700,0.039,26,77,West Moreton,7276,386,5.038,0.053,0.046,0.0611,South West,0.1463,0.0025
2023-04-01,85,LAIDLEY DENTAL CLINIC,1196,85,6.600,0.071,14,42,West Moreton,7276,386,5.038,0.053,0.164,0.0611,South West,0.1463,0.0094
2023-04-01,60,DALBY DENTAL CLINIC,953,115,10.800,0.121,8,25,Darling Downs,9308,1073,10.336,0.115,0.102,0.0782,South West,0.1463,0.0078
2023-04-01,83,ESK DENTAL CLINIC,289,21,6.800,0.073,14,41,West Moreton,7276,386,5.038,0.053,0.040,0.0611,South West,0.1463,0.0023
2023-04-01,36,EMERALD DENTAL CLINIC,477,93,16.300,0.195,5,15,Central Queensland,8368,1401,14.341,0.167,0.057,0.0703,Central,0.0837,0.0042
2023-04-01,128,QUILPIE DENTAL CLINIC,31,2,6.100,0.065,15,46,South West,835,356,29.891,0.426,0.037,0.0070,South West,0.1463,0.0002
2023-04-01,160,ST GEORGE DENTAL CLINIC,38,16,29.600,0.421,2,7,South West,835,356,29.891,0.426,0.046,0.0070,South West,0.1463,0.0004
2023-04-01,62,CHARLEVILLE DENTAL CLINIC,199,54,21.300,0.271,4,11,South West,835,356,29.891,0.426,0.238,0.0070,South West,0.1463,0.0019
2023-04-01,63,CUNNAMULLA DENTAL CLINIC,32,27,45.800,0.844,1,4,South West,835,356,29.891,0.426,0.038,0.0070,South West,0.1463,0.0004
2023-04-01,64,THARGOMINDAH DENTAL SERVI,3,0,0.000,0.000,NULL,NULL,South West,835,356,29.891,0.426,0.004,0.0070,South West,0.1463,0.0000
2023-04-01,65,ROMA HOSPITAL DENTAL CLIN,403,207,33.900,0.514,2,6,South West,835,356,29.891,0.426,0.483,0.0070,South West,0.1463,0.0045
2023-04-01,122,AUGATHELLA DENTAL CLINIC,1,0,0.000,0.000,NULL,NULL,South West,835,356,29.891,0.426,0.001,0.0070,South West,0.1463,0.0000
2023-04-01,123,DIRRANBANDI DENTAL CLINIC,14,2,12.500,0.143,7,21,South West,835,356,29.891,0.426,0.017,0.0070,South West,0.1463,0.0001
2023-04-01,125,MITCHELL DENTAL CLINIC,75,22,22.700,0.293,3,10,South West,835,356,29.891,0.426,0.090,0.0070,South West,0.1463,0.0007
2023-04-01,129,SURAT DENTAL CLINIC,9,14,60.900,1.556,1,2,South West,835,356,29.891,0.426,0.011,0.0070,South West,0.1463,0.0002
2023-04-01,127,MUNGINDI DENTAL CLINIC,10,5,33.300,0.500,2,6,South West,835,356,29.891,0.426,0.012,0.0070,South West,0.1463,0.0001
2023-04-01,124,INJUNE DENTAL CLINIC,20,7,25.900,0.350,3,9,South West,835,356,29.891,0.426,0.024,0.0070,South West,0.1463,0.0002
2023-04-01,58,WARWICK DENTAL CLINIC,671,55,7.600,0.082,12,37,Darling Downs,9308,1073,10.336,0.115,0.072,0.0782,South West,0.1463,0.0053
2023-04-01,57,STANTHORPE DENTAL CLINIC,728,81,10.000,0.111,9,27,Darling Downs,9308,1073,10.336,0.115,0.078,0.0782,South West,0.1463,0.0059
2023-04-01,53,MILES DENTAL CLINIC,371,71,16.100,0.191,5,16,Darling Downs,9308,1073,10.336,0.115,0.040,0.0782,South West,0.1463,0.0032
2023-04-01,87,IPSWICH DENTAL CLINIC,4250,220,4.900,0.052,19,58,West Moreton,7276,386,5.038,0.053,0.584,0.0611,South West,0.1463,0.0328
2023-04-01,55,GOONDIWINDI DENTAL CLINIC,178,26,12.700,0.146,7,21,Darling Downs,9308,1073,10.336,0.115,0.019,0.0782,South West,0.1463,0.0015
2023-04-01,56,INGLEWOOD DENTAL CLINIC,93,76,45.000,0.817,1,4,Darling Downs,9308,1073,10.336,0.115,0.010,0.0782,South West,0.1463,0.0012
2023-04-01,45,KINGAROY DENTAL CLINIC,2276,295,11.500,0.130,8,23,Darling Downs,9308,1073,10.336,0.115,0.245,0.0782,South West,0.1463,0.0189
2023-04-01,94,SANDGATE DENTAL CLINIC,971,22,2.200,0.023,43,130,Metro North,12629,4473,26.155,0.354,0.077,0.1060,South East,0.6106,0.0073
2023-04-01,50,MONTO DENTAL CLINIC,70,8,10.300,0.114,9,26,Wide Bay,10909,726,6.240,0.067,0.006,0.0916,South East,0.6106,0.0006
2023-04-01,51,BUNDABERG DENTAL CLINIC,3740,147,3.800,0.039,26,77,Wide Bay,10909,726,6.240,0.067,0.343,0.0916,South East,0.6106,0.0285
2023-04-01,131,CHILDERS DENTAL CLINIC,225,20,8.200,0.089,11,34,Wide Bay,10909,726,6.240,0.067,0.021,0.0916,South East,0.6106,0.0018
2023-04-01,8,PALM BEACH DENTAL CLINIC,869,150,14.700,0.173,6,17,Gold Coast,9858,1155,10.488,0.117,0.088,0.0828,South East,0.6106,0.0075
2023-04-01,155,BAYSIDE CLUSTER,5241,757,12.600,0.144,7,21,Metro South,26477,4168,13.601,0.157,0.198,0.2223,South East,0.6106,0.0440
2023-04-01,88,ORAL HEALTH CENTRE,3229,220,6.400,0.068,15,44,Metro North,12629,4473,26.155,0.354,0.256,0.1060,South East,0.6106,0.0253
2023-04-01,89,STAFFORD DENTAL CLINIC,1555,4112,72.600,2.644,0,1,Metro North,12629,4473,26.155,0.354,0.123,0.1060,South East,0.6106,0.0416
2023-04-01,156,KINGSTON LOGAN CLUSTER,4147,596,12.600,0.144,7,21,Metro South,26477,4168,13.601,0.157,0.157,0.2223,South East,0.6106,0.0348
2023-04-01,152,MS INNER BRISBANE CLUSTER,3375,663,16.400,0.196,5,15,Metro South,26477,4168,13.601,0.157,0.127,0.2223,South East,0.6106,0.0296
2023-04-01,154,NATHAN INALA CLUSTER,5062,825,14.000,0.163,6,18,Metro South,26477,4168,13.601,0.157,0.191,0.2223,South East,0.6106,0.0432
2023-04-01,157,BEENLEIGH BEAUDESERT CLUS,8652,1327,13.300,0.153,7,20,Metro South,26477,4168,13.601,0.157,0.327,0.2223,South East,0.6106,0.0732
2023-04-01,93,PINE RIVERS DENTAL CLINIC,1524,33,2.100,0.022,45,136,Metro North,12629,4473,26.155,0.354,0.121,0.1060,South East,0.6106,0.0114
2023-04-01,46,GAYNDAH DENTAL CLINIC,331,71,17.700,0.215,5,14,Wide Bay,10909,726,6.240,0.067,0.030,0.0916,South East,0.6106,0.0029
2023-04-01,1,KAWANA DENTAL CLINIC,3190,164,4.900,0.051,20,59,Sunshine Coast,12850,510,3.817,0.040,0.248,0.1079,South East,0.6106,0.0246
2023-04-01,5,NOOSA DENTAL CLINIC,1494,38,2.500,0.025,40,120,Sunshine Coast,12850,510,3.817,0.040,0.116,0.1079,South East,0.6106,0.0112
2023-04-01,4,NAMBOUR DENTAL CLINIC,2061,72,3.400,0.035,29,86,Sunshine Coast,12850,510,3.817,0.040,0.160,0.1079,South East,0.6106,0.0156
2023-04-01,3,GYMPIE DENTAL CLINIC,2558,116,4.300,0.045,22,67,Sunshine Coast,12850,510,3.817,0.040,0.199,0.1079,South East,0.6106,0.0196
2023-04-01,2,CALOUNDRA DENTAL CLINIC,3547,120,3.300,0.034,29,88,Sunshine Coast,12850,510,3.817,0.040,0.276,0.1079,South East,0.6106,0.0269
2023-04-01,6,REDCLIFFE DENTAL CLINIC,2149,38,1.700,0.018,56,167,Metro North,12629,4473,26.155,0.354,0.170,0.1060,South East,0.6106,0.0160
2023-04-01,14,AYR DENTAL CLINIC,206,11,5.100,0.053,19,57,Townsville,2977,305,9.293,0.102,0.069,0.0250,North,0.1594,0.0016
2023-07-01,47,MARYBOROUGH DENTAL CLINIC,2229,212,8.700,0.095,11,32,Wide Bay,10631,960,8.282,0.090,0.210,0.0888,South East,0.6197,0.0181
2023-07-01,4,NAMBOUR DENTAL CLINIC,1800,229,11.300,0.127,8,24,Sunshine Coast,11469,1514,11.661,0.132,0.157,0.0958,South East,0.6197,0.0151
2023-07-01,3,GYMPIE DENTAL CLINIC,2334,313,11.800,0.134,7,22,Sunshine Coast,11469,1514,11.661,0.132,0.204,0.0958,South East,0.6197,0.0197
2023-07-01,10,ROBINA DENTAL CLINIC,1030,176,14.600,0.171,6,18,Gold Coast,8685,1505,14.769,0.173,0.119,0.0726,South East,0.6197,0.0090
2023-07-01,160,ST GEORGE DENTAL CLINIC,47,12,20.300,0.255,4,12,South West,798,288,26.519,0.361,0.059,0.0067,South West,0.1435,0.0004
2023-07-01,128,QUILPIE DENTAL CLINIC,19,13,40.600,0.684,1,4,South West,798,288,26.519,0.361,0.024,0.0067,South West,0.1435,0.0002
2023-07-01,62,CHARLEVILLE DENTAL CLINIC,137,68,33.200,0.496,2,6,South West,798,288,26.519,0.361,0.172,0.0067,South West,0.1435,0.0015
2023-07-01,124,INJUNE DENTAL CLINIC,17,4,19.000,0.235,4,13,South West,798,288,26.519,0.361,0.021,0.0067,South West,0.1435,0.0002
2023-07-01,65,ROMA HOSPITAL DENTAL CLIN,400,150,27.300,0.375,3,8,South West,798,288,26.519,0.361,0.501,0.0067,South West,0.1435,0.0041
2023-07-01,127,MUNGINDI DENTAL CLINIC,12,4,25.000,0.333,3,9,South West,798,288,26.519,0.361,0.015,0.0067,South West,0.1435,0.0001
2023-07-01,125,MITCHELL DENTAL CLINIC,81,22,21.400,0.272,4,11,South West,798,288,26.519,0.361,0.102,0.0067,South West,0.1435,0.0008
2023-07-01,64,THARGOMINDAH DENTAL SERVI,3,0,0.000,0.000,NULL,NULL,South West,798,288,26.519,0.361,0.004,0.0067,South West,0.1435,0.0000
2023-07-01,60,DALBY DENTAL CLINIC,894,47,5.000,0.053,19,57,Darling Downs,9194,1044,10.197,0.114,0.097,0.0768,South West,0.1435,0.0070
2023-07-01,55,GOONDIWINDI DENTAL CLINIC,189,7,3.600,0.037,27,81,Darling Downs,9194,1044,10.197,0.114,0.021,0.0768,South West,0.1435,0.0015
2023-07-01,53,MILES DENTAL CLINIC,385,74,16.100,0.192,5,16,Darling Downs,9194,1044,10.197,0.114,0.042,0.0768,South West,0.1435,0.0034
2023-07-01,45,KINGAROY DENTAL CLINIC,2142,359,14.400,0.168,6,18,Darling Downs,9194,1044,10.197,0.114,0.233,0.0768,South West,0.1435,0.0186
2023-07-01,54,TOOWOOMBA DENTAL CLINIC,4148,321,7.200,0.077,13,39,Darling Downs,9194,1044,10.197,0.114,0.451,0.0768,South West,0.1435,0.0332
2023-07-01,56,INGLEWOOD DENTAL CLINIC,106,45,29.800,0.425,2,7,Darling Downs,9194,1044,10.197,0.114,0.012,0.0768,South West,0.1435,0.0011
2023-07-01,57,STANTHORPE DENTAL CLINIC,695,101,12.700,0.145,7,21,Darling Downs,9194,1044,10.197,0.114,0.076,0.0768,South West,0.1435,0.0059
2023-07-01,84,BOONAH DENTAL CLINIC,334,20,5.600,0.060,17,50,West Moreton,7183,599,7.697,0.083,0.046,0.0600,South West,0.1435,0.0026
2023-07-01,85,LAIDLEY DENTAL CLINIC,1227,83,6.300,0.068,15,44,West Moreton,7183,599,7.697,0.083,0.171,0.0600,South West,0.1435,0.0097
2023-07-01,52,GATTON DENTAL CLINIC,1,0,0.000,0.000,NULL,NULL,West Moreton,7183,599,7.697,0.083,0.000,0.0600,South West,0.1435,0.0000
2023-07-01,86,COLLINGWOOD PARK DENTAL C,1061,74,6.500,0.070,14,43,West Moreton,7183,599,7.697,0.083,0.148,0.0600,South West,0.1435,0.0084
2023-07-01,87,IPSWICH DENTAL CLINIC,4311,386,8.200,0.090,11,33,West Moreton,7183,599,7.697,0.083,0.600,0.0600,South West,0.1435,0.0349
2023-07-01,39,MACKAY DENTAL CLINIC,4780,498,9.400,0.104,10,29,Mackay,6426,1128,14.932,0.176,0.744,0.0537,North,0.1581,0.0392
2023-07-01,38,PROSERPINE DENTAL,787,239,23.300,0.304,3,10,Mackay,6426,1128,14.932,0.176,0.122,0.0537,North,0.1581,0.0076
2023-07-01,28,TULLY DENTAL CLINIC,455,139,23.400,0.305,3,10,Cairns and Hinterland,8338,1189,12.480,0.143,0.055,0.0697,North,0.1581,0.0044
2023-07-01,120,CLERMONT DENTAL CLINIC,29,61,67.800,2.103,0,1,Mackay,6426,1128,14.932,0.176,0.005,0.0537,North,0.1581,0.0007
2023-07-01,107,CAPE YORK DENTAL CLINIC,422,71,14.400,0.168,6,18,Torres and Cape,1037,155,13.003,0.149,0.407,0.0087,North,0.1581,0.0037
2023-07-01,23,ATHERTON DENTAL CLINIC,768,109,12.400,0.142,7,21,Cairns and Hinterland,8338,1189,12.480,0.143,0.092,0.0697,North,0.1581,0.0065
2023-07-01,130,RICHMOND DENTAL CLINIC,5,2,28.600,0.400,3,8,Townsville,3126,334,9.653,0.107,0.002,0.0261,North,0.1581,0.0001
2023-07-01,121,COLLINSVILLE DENTAL CLINI,39,29,42.600,0.744,1,4,Mackay,6426,1128,14.932,0.176,0.006,0.0537,North,0.1581,0.0005
2023-07-01,27,SMITHFIELD DENTAL CLINIC,720,118,14.100,0.164,6,18,Cairns and Hinterland,8338,1189,12.480,0.143,0.086,0.0697,North,0.1581,0.0062
2023-07-01,21,MOSSMAN DENTAL CLINIC,473,32,6.300,0.068,15,44,Cairns and Hinterland,8338,1189,12.480,0.143,0.057,0.0697,North,0.1581,0.0038
2023-07-01,26,CAIRNS NTH DENTAL CLINIC,2602,232,8.200,0.089,11,34,Cairns and Hinterland,8338,1189,12.480,0.143,0.312,0.0697,North,0.1581,0.0211
2023-07-01,30,EDMONTON DENTAL CLINIC,1425,167,10.500,0.117,9,26,Cairns and Hinterland,8338,1189,12.480,0.143,0.171,0.0697,North,0.1581,0.0118
2023-07-01,25,MAREEBA DENTAL CLINIC,1068,158,12.900,0.148,7,20,Cairns and Hinterland,8338,1189,12.480,0.143,0.128,0.0697,North,0.1581,0.0091
2023-07-01,24,INNISFAIL DENTAL CLINIC,827,226,21.500,0.273,4,11,Cairns and Hinterland,8338,1189,12.480,0.143,0.099,0.0697,North,0.1581,0.0078
2023-07-01,19,CHARTERS TOWERS DENTAL CL,204,8,3.800,0.039,26,77,Townsville,3126,334,9.653,0.107,0.065,0.0261,North,0.1581,0.0016
2023-07-01,150,TORRES STRAIT DENTAL CLINIC,615,84,12.000,0.137,7,22,Torres and Cape,1037,155,13.003,0.149,0.593,0.0087,North,0.1581,0.0052
2023-07-01,14,AYR DENTAL CLINIC,226,43,16.000,0.190,5,16,Townsville,3126,334,9.653,0.107,0.072,0.0261,North,0.1581,0.0020
2023-07-01,81,HUGHENDEN DENTAL CLINIC,21,1,4.500,0.048,21,62,Townsville,3126,334,9.653,0.107,0.007,0.0261,North,0.1581,0.0002
2023-07-01,20,TOWNSVILLE DENTAL CLINIC,2333,267,10.300,0.114,9,26,Townsville,3126,334,9.653,0.107,0.746,0.0261,North,0.1581,0.0193
2023-07-01,17,INGHAM DENTAL CLINIC,337,13,3.700,0.039,26,77,Townsville,3126,334,9.653,0.107,0.108,0.0261,North,0.1581,0.0026
2023-07-01,13,BOWEN DENTAL CLINIC,791,301,27.600,0.381,3,8,Mackay,6426,1128,14.932,0.176,0.123,0.0537,North,0.1581,0.0081
2023-07-01,33,GLADSTONE DENTAL CLINIC,2133,230,9.700,0.108,9,28,Central Queensland,8093,1462,15.301,0.181,0.264,0.0676,Central,0.0787,0.0176
2023-07-01,36,EMERALD DENTAL CLINIC,496,99,16.600,0.200,5,15,Central Queensland,8093,1462,15.301,0.181,0.061,0.0676,Central,0.0787,0.0044
2023-07-01,15,MORNINGTON ISLAND DENTAL,133,0,0.000,0.000,NULL,NULL,North West,687,35,4.848,0.051,0.194,0.0057,Central,0.0787,0.0010
2023-07-01,32,ROCKHAMPTON DENTAL CLINIC,3543,813,18.700,0.229,4,13,Central Queensland,8093,1462,15.301,0.181,0.438,0.0676,Central,0.0787,0.0324
2023-07-01,42,CENTRAL WEST DENTAL CLINICS,645,70,9.800,0.109,9,28,Central West,645,70,9.790,0.109,1.000,0.0054,Central,0.0787,0.0053
2023-07-01,16,MT ISA DENTAL CLINIC,443,34,7.100,0.077,13,39,North West,687,35,4.848,0.051,0.645,0.0057,Central,0.0787,0.0035
2023-07-01,18,CLONCURRY DENTAL,111,1,0.900,0.009,111,333,North West,687,35,4.848,0.051,0.162,0.0057,Central,0.0787,0.0008
2023-07-01,37,CAPRICORN COAST DENTAL,1478,253,14.600,0.171,6,18,Central Queensland,8093,1462,15.301,0.181,0.183,0.0676,Central,0.0787,0.0129
2023-07-01,35,BILOELA DENTAL CLINIC,233,40,14.700,0.172,6,17,Central Queensland,8093,1462,15.301,0.181,0.029,0.0676,Central,0.0787,0.0020
2023-07-01,118,MT MORGAN DENTAL CLINIC,210,27,11.400,0.129,8,23,Central Queensland,8093,1462,15.301,0.181,0.026,0.0676,Central,0.0787,0.0018
2023-07-01,83,ESK DENTAL CLINIC,249,36,12.600,0.145,7,21,West Moreton,7183,599,7.697,0.083,0.035,0.0600,South West,0.1435,0.0021
2023-07-01,58,WARWICK DENTAL CLINIC,635,90,12.400,0.142,7,21,Darling Downs,9194,1044,10.197,0.114,0.069,0.0768,South West,0.1435,0.0054
2023-07-01,129,SURAT DENTAL CLINIC,17,9,34.600,0.529,2,6,South West,798,288,26.519,0.361,0.021,0.0067,South West,0.1435,0.0002
2023-07-01,63,CUNNAMULLA DENTAL CLINIC,49,6,10.900,0.122,8,25,South West,798,288,26.519,0.361,0.061,0.0067,South West,0.1435,0.0004
2023-07-01,123,DIRRANBANDI DENTAL CLINIC,16,0,0.000,0.000,NULL,NULL,South West,798,288,26.519,0.361,0.020,0.0067,South West,0.1435,0.0001
2023-07-01,1,KAWANA DENTAL CLINIC,2774,339,10.900,0.122,8,25,Sunshine Coast,11469,1514,11.661,0.132,0.242,0.0958,South East,0.6197,0.0231
2023-07-01,8,PALM BEACH DENTAL CLINIC,886,132,13.000,0.149,7,20,Gold Coast,8685,1505,14.769,0.173,0.102,0.0726,South East,0.6197,0.0076
2023-07-01,144,GC SOUTHPORT HEALTH PREC,6711,1181,15.000,0.176,6,17,Gold Coast,8685,1505,14.769,0.173,0.773,0.0726,South East,0.6197,0.0586
2023-07-01,131,CHILDERS DENTAL CLINIC,238,12,4.800,0.050,20,60,Wide Bay,10631,960,8.282,0.090,0.022,0.0888,South East,0.6197,0.0019
2023-07-01,46,GAYNDAH DENTAL CLINIC,322,50,13.400,0.155,6,19,Wide Bay,10631,960,8.282,0.090,0.030,0.0888,South East,0.6197,0.0028
2023-07-01,50,MONTO DENTAL CLINIC,66,8,10.800,0.121,8,25,Wide Bay,10631,960,8.282,0.090,0.006,0.0888,South East,0.6197,0.0005
2023-07-01,48,MUNDUBBERA DENTAL CLINIC,111,22,16.500,0.198,5,15,Wide Bay,10631,960,8.282,0.090,0.010,0.0888,South East,0.6197,0.0010
2023-07-01,44,HERVEY BAY DENTAL CLINIC,4131,262,6.000,0.063,16,48,Wide Bay,10631,960,8.282,0.090,0.389,0.0888,South East,0.6197,0.0326
2023-07-01,157,BEENLEIGH BEAUDESERT CLUS,9527,946,9.000,0.099,10,30,Metro South,29987,2873,8.743,0.096,0.318,0.2505,South East,0.6197,0.0778
2023-07-01,2,CALOUNDRA DENTAL CLINIC,3132,469,13.000,0.150,7,20,Sunshine Coast,11469,1514,11.661,0.132,0.273,0.0958,South East,0.6197,0.0268
2023-07-01,5,NOOSA DENTAL CLINIC,1429,163,10.200,0.114,9,26,Sunshine Coast,11469,1514,11.661,0.132,0.125,0.0958,South East,0.6197,0.0118
2023-07-01,89,STAFFORD DENTAL CLINIC,1755,1055,37.500,0.601,2,5,Metro North,13401,1751,11.556,0.131,0.131,0.1120,South East,0.6197,0.0209
2023-07-01,94,SANDGATE DENTAL CLINIC,1063,22,2.000,0.021,48,143,Metro North,13401,1751,11.556,0.131,0.079,0.1120,South East,0.6197,0.0081
2023-07-01,6,REDCLIFFE DENTAL CLINIC,2189,11,0.500,0.005,200,600,Metro North,13401,1751,11.556,0.131,0.163,0.1120,South East,0.6197,0.0163
2023-07-01,88,ORAL HEALTH CENTRE,3057,629,17.100,0.206,5,15,Metro North,13401,1751,11.556,0.131,0.228,0.1120,South East,0.6197,0.0274
2023-07-01,7,CABOOLTURE DENTAL CLINIC,3565,21,0.600,0.006,167,500,Metro North,13401,1751,11.556,0.131,0.266,0.1120,South East,0.6197,0.0266
2023-07-01,93,PINE RIVERS DENTAL CLINIC,1772,13,0.700,0.007,143,429,Metro North,13401,1751,11.556,0.131,0.132,0.1120,South East,0.6197,0.0133
2023-07-01,152,MS INNER BRISBANE CLUSTER,4140,450,9.800,0.109,9,28,Metro South,29987,2873,8.743,0.096,0.138,0.2505,South East,0.6197,0.0341
